dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,21.563640,2.282000,21.563668,7.813000,0.000000,0.000000,0.000000
0.010000,21.641770,2.282000,21.641798,7.813000,0.000000,0.000000,0.000000
0.010000,21.719900,2.282000,21.719928,7.813000,0.000000,0.000000,0.000000
0.010000,21.798030,2.282000,21.798058,7.813000,0.000000,0.000000,0.000000
0.010000,21.876160,2.282000,21.876188,7.813000,0.000000,0.000000,0.000000
0.010000,21.954290,2.282000,21.954318,7.813000,0.000000,0.000000,0.000000
0.010000,22.032420,2.282000,22.032448,7.813000,0.000000,0.000000,0.000000
0.010000,22.110550,2.282000,22.110578,7.813000,0.000000,0.000000,0.000000
0.010000,22.188680,2.282000,22.188708,7.813000,0.000000,0.000000,0.000000
0.010000,22.266810,2.282000,22.266838,7.813000,0.000000,0.000000,0.000000
0.010000,22.344940,2.282000,22.344968,7.813000,0.000000,0.000000,0.000000
0.010000,22.423070,2.282000,22.423098,7.813000,0.000000,0.000000,0.000000
0.010000,22.501200,2.282000,22.501228,7.813000,0.000000,0.000000,0.000000
0.010000,22.579330,2.282000,22.579358,7.813000,-0.000000,-0.000000,0.000000
0.010000,22.657460,2.282000,22.657488,7.813000,-0.000000,0.000000,0.000000
0.010000,22.735590,2.282000,22.735618,7.813000,0.000000,0.000000,0.000000
0.010000,22.813720,2.282000,22.813748,7.813000,-0.000000,-0.000000,0.000000
0.010000,22.891850,2.282000,22.891878,7.813000,-0.000000,0.000000,0.000000
0.010000,22.969980,2.282000,22.970008,7.813000,0.000000,0.000000,0.000000
0.010000,23.048110,2.282000,23.048138,7.813000,0.000000,-0.000000,0.000000
0.010000,23.126240,2.282000,23.126268,7.813000,-0.000000,-0.000000,0.000000
0.010000,23.204370,2.282000,23.204398,7.813000,-0.000000,0.000000,0.000000
0.010000,23.282500,2.282000,23.282528,7.813000,0.000000,0.000000,0.000000
0.010000,23.360604,2.282000,23.360631,7.810359,-0.264063,-26.406280,0.000000
0.010000,23.438627,2.282000,23.438654,7.802304,-0.805576,-54.151308,0.000000
0.010000,23.516514,2.282000,23.516541,7.788699,-1.360476,-55.490057,0.000000
0.010000,23.594209,2.282000,23.594237,7.769545,-1.915377,-55.490057,0.000000
0.010000,23.671657,2.282000,23.671685,7.744842,-2.470278,-55.490057,0.000000
0.010000,23.748803,2.282000,23.748831,7.714591,-3.025178,-55.490057,0.000000
0.010000,23.825591,2.282000,23.825619,7.678790,-3.580079,-55.490057,0.000000
0.010000,23.901966,2.282000,23.901993,7.637440,-4.134979,-55.490057,0.000000
0.010000,23.977871,2.282000,23.977899,7.590541,-4.689880,-55.490057,0.000000
0.010000,24.060829,2.282239,24.060857,8.295862,70.532052,7522.193153,0.007886
0.010000,24.146729,2.283406,24.146765,8.590802,29.494039,-4103.801272,0.019360
0.010000,24.232364,2.285569,24.232428,8.566213,-2.458912,-3195.295077,0.031210
0.010000,24.317733,2.288754,24.317856,8.542797,-2.341553,11.735923,0.043449
0.010000,24.402835,2.292990,24.403063,8.520735,-2.206259,13.529396,0.056090
0.010000,24.487669,2.298306,24.488063,8.500046,-2.068881,13.737773,0.069148
0.010000,24.572233,2.304733,24.572871,8.480745,-1.930064,13.881676,0.082638
0.010000,24.656522,2.312302,24.657499,8.462839,-1.790587,13.947708,0.096573
0.010000,24.740531,2.321048,24.741963,8.446326,-1.651384,13.920258,0.110968
0.010000,24.824253,2.331004,24.826274,8.431190,-1.513566,13.781886,0.125837
0.010000,24.907678,2.342206,24.910448,8.417406,-1.378431,13.513441,0.141195
0.010000,24.990795,2.354689,24.994498,8.404931,-1.247492,13.093914,0.157054
0.010000,25.073590,2.368492,25.078435,8.393706,-1.122481,12.501065,0.173428
0.010000,25.156044,2.383653,25.162271,8.383652,-1.005375,11.710615,0.190329
0.010000,25.238138,2.400209,25.246018,8.374668,-0.898393,10.698231,0.207767
0.010000,25.319847,2.418199,25.329684,8.366628,-0.804008,9.438480,0.225753
0.010000,25.401144,2.437661,25.413278,8.359379,-0.724944,7.906380,0.244295
0.010000,25.481996,2.458633,25.496805,8.352737,-0.664153,6.079160,0.263399
0.010000,25.562365,2.481152,25.580270,8.346489,-0.624796,3.935651,0.283069
0.010000,25.642211,2.505252,25.663674,8.340387,-0.610209,1.458771,0.303307
0.010000,25.721487,2.530967,25.747016,8.334149,-0.623824,-1.361577,0.324111
0.010000,25.800139,2.558325,25.830290,8.327458,-0.669125,-4.530054,0.345476
0.010000,25.878111,2.587352,25.913490,8.319962,-0.749520,-8.039552,0.367394
0.010000,25.955338,2.618071,25.996603,8.311280,-0.868258,-11.873727,0.389854
0.010000,26.031753,2.650496,26.079613,8.300997,-1.028270,-16.001237,0.412838
0.010000,26.107282,2.684637,26.162499,8.288677,-1.232043,-20.377306,0.436325
0.010000,26.181846,2.720496,26.245238,8.273862,-1.481458,-24.941459,0.460290
0.010000,26.255363,2.758067,26.327799,8.256086,-1.777628,-29.617048,0.484702
0.010000,26.327746,2.797336,26.410148,8.234878,-2.120761,-34.313253,0.509526
0.010000,26.398907,2.838277,26.492246,8.209778,-2.510022,-38.926101,0.534721
0.010000,26.468755,2.880857,26.574049,8.180344,-2.943440,-43.341835,0.560242
0.010000,26.537201,2.925029,26.655511,8.146165,-3.417851,-47.441096,0.586041
0.010000,26.604154,2.970739,26.736579,8.106876,-3.928897,-51.104592,0.612064
0.010000,26.669529,3.017919,26.817201,8.062165,-4.471078,-54.218139,0.638257
0.010000,26.733242,3.066494,26.897319,8.011787,-5.037878,-56.679936,0.664559
0.010000,26.795216,3.116376,26.976875,7.955567,-5.621936,-58.405824,0.690911
0.010000,26.855381,3.167472,27.055809,7.893414,-6.215283,-59.334696,0.717252
0.010000,26.913674,3.219679,27.134062,7.825318,-6.809609,-59.432608,0.743520
0.010000,26.970041,3.272887,27.211575,7.751353,-7.396556,-58.694752,0.769654
0.010000,27.024438,3.326983,27.288292,7.671673,-7.968017,-57.146077,0.795596
0.010000,27.076833,3.381850,27.364157,7.586509,-8.516412,-54.839497,0.821288
0.010000,27.127202,3.437367,27.439119,7.496159,-9.034938,-51.852547,0.846677
0.010000,27.175534,3.493416,27.513129,7.400981,-9.517765,-48.282714,0.871714
0.010000,27.221827,3.549878,27.586142,7.301380,-9.960178,-44.241273,0.896352
0.010000,27.266090,3.606637,27.658120,7.197793,-10.358652,-39.847480,0.920551
0.010000,27.308343,3.663580,27.729027,7.090684,-10.710874,-35.222186,0.944273
0.010000,27.348612,3.720599,27.798832,6.980527,-11.015698,-30.482426,0.967488
0.010000,27.386933,3.777591,27.867510,6.867797,-11.273061,-25.736276,0.990169
0.010000,27.423349,3.834461,27.935040,6.752958,-11.483866,-21.080480,1.012294
0.010000,27.457907,3.891118,28.001405,6.636460,-11.649831,-16.596533,1.033846
0.010000,27.490662,3.947479,28.066592,6.518726,-11.773339,-12.350769,1.054812
0.010000,27.521670,4.003467,28.130593,6.400154,-11.857273,-8.393416,1.075184
0.010000,27.550992,4.059013,28.193404,6.281105,-11.904871,-4.759740,1.094956
0.010000,27.578691,4.114056,28.255024,6.161909,-11.919582,-1.471172,1.114128
0.010000,27.604832,4.168538,28.315452,6.042860,-11.904950,1.463247,1.132700
0.010000,27.629479,4.222409,28.374694,5.924215,-11.864504,4.044542,1.150677
0.010000,27.652698,4.275626,28.432756,5.806198,-11.801683,6.282129,1.168065
0.010000,27.674554,4.328151,28.489646,5.689000,-11.719767,8.191573,1.184873
0.010000,27.695110,4.379949,28.545374,5.572782,-11.621832,9.793496,1.201111
0.010000,27.714429,4.430992,28.599951,5.457675,-11.510726,11.110661,1.216791
0.010000,27.732573,4.481255,28.653389,5.343784,-11.389033,12.169248,1.231924
0.010000,27.749601,4.530718,28.705701,5.231193,-11.259096,12.993721,1.246525
0.010000,27.765571,4.579363,28.756900,5.119963,-11.122988,13.610825,1.260607
0.010000,27.780539,4.627177,28.807002,5.010138,-10.982541,14.044667,1.274185
0.010000,27.794558,4.674147,28.856019,4.901745,-10.839349,14.319194,1.287274
0.010000,27.807680,4.720264,28.903967,4.794797,-10.694789,14.456022,1.299889
0.010000,27.819953,4.765523,28.950860,4.689296,-10.550036,14.475335,1.312044
0.010000,27.831425,4.809917,28.996712,4.585235,-10.406077,14.395840,1.323755
0.010000,27.842141,4.853443,29.041538,4.482598,-10.263746,14.233135,1.335036
0.010000,27.852143,4.896100,29.085352,4.381361,-10.123715,14.003074,1.345902
0.010000,27.861471,4.937886,29.128167,4.281495,-9.986543,13.717260,1.356367
0.010000,27.870166,4.978802,29.169997,4.182969,-9.852666,13.387628,1.366444
0.010000,27.878262,5.018849,29.210854,4.085745,-9.722423,13.024370,1.376148
0.010000,27.885796,5.058029,29.250752,3.989784,-9.596074,12.634852,1.385490
0.010000,27.892800,5.096345,29.289702,3.895046,-9.473803,12.227085,1.394485
0.010000,27.899305,5.133799,29.327717,3.801488,-9.355733,11.807006,1.403144
0.010000,27.905342,5.170395,29.364808,3.709069,-9.241937,11.379604,1.411478
0.010000,27.910938,5.206137,29.400985,3.617745,-9.132444,10.949343,1.419500
0.010000,27.916119,5.241029,29.436260,3.527472,-9.027251,10.519312,1.427219
0.010000,27.920912,5.275076,29.470642,3.438209,-8.926315,10.093557,1.434647
0.010000,27.925340,5.308281,29.504141,3.349913,-8.829586,9.672862,1.441794
0.010000,27.929426,5.340650,29.536767,3.262543,-8.736983,9.260348,1.448668
0.010000,27.933190,5.372186,29.568527,3.176059,-8.648416,8.856738,1.455280
0.010000,27.936655,5.402896,29.599432,3.090421,-8.563779,8.463643,1.461637
0.010000,27.939838,5.432783,29.629487,3.005592,-8.482963,8.081605,1.467749
0.010000,27.942757,5.461852,29.658703,2.921533,-8.405853,7.711036,1.473623
0.010000,27.945431,5.490108,29.687085,2.838210,-8.332324,7.352830,1.479266
0.010000,27.947875,5.517555,29.714641,2.755587,-8.262258,7.006619,1.484687
0.010000,27.950105,5.544198,29.741377,2.673632,-8.195530,6.672801,1.489892
0.010000,27.952136,5.570041,29.767300,2.592312,-8.132019,6.351089,1.494887
0.010000,27.953980,5.595090,29.792416,2.511596,-8.071603,6.041586,1.499678
0.010000,27.955652,5.619347,29.816731,2.431454,-8.014163,5.744083,1.504273
0.010000,27.957164,5.642817,29.840249,2.351858,-7.959586,5.457635,1.508676
0.010000,27.958527,5.665503,29.862977,2.272781,-7.907757,5.182915,1.512892
0.010000,27.959752,5.687411,29.884919,2.194195,-7.858572,4.918506,1.516927
0.010000,27.960851,5.708543,29.906080,2.116076,-7.811919,4.665264,1.520786
0.010000,27.961832,5.728904,29.926464,2.038399,-7.767705,4.421465,1.524473
0.010000,27.962706,5.748496,29.946075,1.961141,-7.725831,4.187379,1.527992
0.010000,27.963481,5.767323,29.964918,1.884278,-7.686206,3.962483,1.531348
0.010000,27.964165,5.785387,29.982996,1.807791,-7.648738,3.746792,1.534544
0.010000,27.964766,5.802694,30.000312,1.731658,-7.613352,3.538622,1.537584
0.010000,27.965292,5.819244,30.016871,1.655858,-7.579963,3.338952,1.540472
0.010000,27.965749,5.835041,30.032675,1.580373,-7.548499,3.146306,1.543210
0.010000,27.966145,5.850088,30.047727,1.505184,-7.518887,2.961198,1.545803
0.010000,27.966485,5.864386,30.062029,1.430273,-7.491064,2.782320,1.548252
0.010000,27.966775,5.877939,30.075586,1.355624,-7.464965,2.609889,1.550560
0.010000,27.967020,5.890749,30.088398,1.281218,-7.440536,2.442941,1.552730
0.010000,27.967226,5.902818,30.100468,1.207041,-7.417713,2.282334,1.554765
0.010000,27.967397,5.914147,30.111799,1.133077,-7.396454,2.125864,1.556666
0.010000,27.967537,5.924740,30.122392,1.059310,-7.376705,1.974899,1.558436
0.010000,27.967651,5.934596,30.132249,0.985725,-7.358429,1.827647,1.560076
0.010000,27.967742,5.943719,30.141372,0.912310,-7.341577,1.685160,1.561588
0.010000,27.967813,5.952109,30.149763,0.839048,-7.326114,1.546306,1.562974
0.010000,27.967868,5.959768,30.157422,0.765928,-7.312010,1.410414,1.564235
0.010000,27.967910,5.966697,30.164352,0.692936,-7.299227,1.278240,1.565372
0.010000,27.967940,5.972898,30.170552,0.620059,-7.287743,1.148460,1.566388
0.010000,27.967962,5.978371,30.176025,0.547283,-7.277528,1.021442,1.567282
0.010000,27.967977,5.983117,30.180771,0.474598,-7.268560,0.896858,1.568056
0.010000,27.967987,5.987136,30.184791,0.401990,-7.260820,0.773965,1.568710
0.010000,27.967993,5.990462,30.188117,0.332580,-6.940974,31.984653,1.569250
0.010000,27.967996,5.993159,30.190813,0.269646,-6.293427,64.754654,1.569688
0.010000,27.967998,5.995292,30.192946,0.213331,-5.631476,66.195091,1.570034
0.010000,27.967999,5.996928,30.194583,0.163624,-4.970712,66.076385,1.570299
0.010000,27.968000,5.998133,30.195788,0.120515,-4.310872,65.983999,1.570494
0.010000,27.968000,5.998973,30.196628,0.083998,-3.651726,65.914641,1.570630
0.010000,27.968000,5.999514,30.197168,0.054067,-2.993078,65.864785,1.570718
0.010000,27.968000,5.999821,30.197476,0.030719,-2.334769,65.830882,1.570767
0.010000,27.968000,5.999961,30.197615,0.013953,-1.676664,65.810507,1.570790
0.010000,27.968000,5.999998,30.197653,0.003766,-1.018669,65.799549,1.570796
0.010000,27.968000,6.000000,30.197654,0.000159,-0.360719,65.794958,1.570796
0.010000,27.968000,6.000000,30.197654,0.000000,-0.015874,34.484553,1.570796
